,precision,recall,f1-score,support
78,0.6122448979591837,0.5769230769230769,0.594059405940594,52.0
79,0.8620689655172413,0.847457627118644,0.8547008547008547,59.0
80,0.6031746031746031,0.6129032258064516,0.608,62.0
81,0.9354838709677419,0.8529411764705882,0.8923076923076924,68.0
82,0.6086956521739131,0.5384615384615384,0.5714285714285714,52.0
83,0.7631578947368421,0.8656716417910447,0.8111888111888111,67.0
84,0.8767123287671232,0.9142857142857143,0.8951048951048951,70.0
85,0.9024390243902439,0.925,0.9135802469135802,40.0
86,0.5882352941176471,0.425531914893617,0.49382716049382713,47.0
87,0.6923076923076923,0.6338028169014085,0.6617647058823529,71.0
88,0.7076923076923077,0.7076923076923077,0.7076923076923077,65.0
89,0.7647058823529411,0.6842105263157895,0.7222222222222222,19.0
90,0.8545454545454545,0.8103448275862069,0.831858407079646,58.0
91,0.4,0.45454545454545453,0.425531914893617,44.0
92,0.8918918918918919,0.88,0.8859060402684564,75.0
93,0.7123287671232876,0.7647058823529411,0.7375886524822695,68.0
94,0.8076923076923077,0.8076923076923077,0.8076923076923077,26.0
95,0.6037735849056604,0.5517241379310345,0.5765765765765766,58.0
96,0.8,0.8275862068965517,0.8135593220338984,58.0
97,0.9411764705882353,0.8888888888888888,0.9142857142857143,36.0
98,0.782051282051282,0.8472222222222222,0.8133333333333334,72.0
99,0.9032258064516129,0.8888888888888888,0.896,63.0
100,0.8979591836734694,0.8979591836734694,0.8979591836734694,49.0
101,0.8548387096774194,0.7910447761194029,0.8217054263565892,67.0
102,0.9375,0.8333333333333334,0.8823529411764706,18.0
103,0.9047619047619048,0.9344262295081968,0.9193548387096774,61.0
104,0.6379310344827587,0.6981132075471698,0.6666666666666666,53.0
105,0.8269230769230769,0.8431372549019608,0.8349514563106796,51.0
106,0.8985507246376812,0.8378378378378378,0.8671328671328671,74.0
107,0.5833333333333334,0.3888888888888889,0.4666666666666667,36.0
108,0.6530612244897959,0.6274509803921569,0.64,51.0
109,0.7272727272727273,0.8,0.7619047619047619,40.0
110,0.6037735849056604,0.4444444444444444,0.512,72.0
111,0.7368421052631579,0.9180327868852459,0.8175182481751825,61.0
112,0.8285714285714286,0.90625,0.8656716417910447,64.0
113,0.9117647058823529,0.9117647058823529,0.9117647058823529,68.0
114,0.7125,0.8260869565217391,0.7651006711409396,69.0
115,0.7941176470588235,0.9,0.84375,60.0
116,0.6842105263157895,0.43333333333333335,0.5306122448979592,30.0
117,0.6666666666666666,0.8461538461538461,0.7457627118644068,26.0
118,0.8518518518518519,0.575,0.6865671641791045,40.0
119,0.574468085106383,0.7105263157894737,0.6352941176470588,38.0
120,0.8275862068965517,1.0,0.9056603773584906,24.0
121,0.8113207547169812,0.8431372549019608,0.8269230769230769,51.0
122,0.8533333333333334,0.8767123287671232,0.8648648648648649,73.0
123,0.7916666666666666,0.6785714285714286,0.7307692307692307,28.0
124,0.7848101265822784,0.8611111111111112,0.8211920529801324,72.0
125,0.6903225806451613,0.7181208053691275,0.7039473684210527,149.0
126,0.7833333333333333,0.831858407079646,0.8068669527896996,113.0
127,0.8976377952755905,0.9193548387096774,0.9083665338645418,124.0
128,0.6330935251798561,0.676923076923077,0.654275092936803,130.0
129,0.7345132743362832,0.7345132743362832,0.7345132743362832,113.0
130,0.8264462809917356,0.8695652173913043,0.847457627118644,115.0
131,0.803680981595092,0.8733333333333333,0.8370607028753994,150.0
132,0.9922480620155039,0.9142857142857143,0.9516728624535316,140.0
133,0.9504950495049505,0.9411764705882353,0.9458128078817734,102.0
accuracy,0.8120676811748431,0.8120676811748431,0.8120676811748431,0.8120676811748431
macro avg,0.8098088741970245,0.7992545194636254,0.8004949099877613,9397.0
weighted avg,0.8127735210194023,0.8120676811748431,0.810523950439641,9397.0
