,precision,recall,f1-score,support
0,0.8333333333333334,0.7558139534883721,0.7926829268292683,86.0
1,0.7951807228915663,0.825,0.8098159509202454,80.0
2,0.8105263157894737,0.8651685393258427,0.8369565217391305,89.0
3,0.8734177215189873,0.8961038961038961,0.8846153846153846,77.0
4,0.9066666666666666,0.8947368421052632,0.9006622516556292,76.0
5,0.8607594936708861,0.8292682926829268,0.84472049689441,82.0
6,0.6526315789473685,0.7469879518072289,0.6966292134831461,83.0
7,0.8780487804878049,0.8089887640449438,0.8421052631578947,89.0
8,0.9315068493150684,0.9066666666666666,0.918918918918919,75.0
9,0.9146341463414634,0.9036144578313253,0.9090909090909091,83.0
10,0.85,0.8395061728395061,0.84472049689441,81.0
11,1.0,0.2222222222222222,0.36363636363636365,9.0
12,0.9024390243902439,0.925,0.9135802469135802,80.0
13,0.8382352941176471,0.75,0.7916666666666666,76.0
14,0.9397590361445783,0.9176470588235294,0.9285714285714286,85.0
15,0.8658536585365854,0.9102564102564102,0.8875,78.0
16,0.7605633802816901,0.7397260273972602,0.75,73.0
17,0.8125,0.8764044943820225,0.8432432432432433,89.0
18,0.8571428571428571,0.6666666666666666,0.75,9.0
19,0.922077922077922,0.9466666666666667,0.9342105263157895,75.0
20,0.9090909090909091,0.9090909090909091,0.9090909090909091,11.0
21,0.8333333333333334,0.8823529411764706,0.8571428571428571,85.0
22,0.7674418604651163,0.7951807228915663,0.7810650887573964,83.0
23,0.922077922077922,0.9102564102564102,0.9161290322580645,78.0
24,0.8414634146341463,0.8313253012048193,0.8363636363636363,83.0
25,0.8809523809523809,0.8604651162790697,0.8705882352941177,129.0
26,0.9054054054054054,0.881578947368421,0.8933333333333333,76.0
27,0.9310344827586207,0.9,0.9152542372881356,30.0
28,0.7884615384615384,0.7454545454545455,0.7663551401869159,55.0
29,0.9411764705882353,0.8727272727272727,0.9056603773584906,55.0
30,0.9436619718309859,0.9710144927536232,0.9571428571428572,69.0
31,0.9411764705882353,0.9302325581395349,0.935672514619883,86.0
32,0.9382716049382716,0.9047619047619048,0.9212121212121213,84.0
33,0.8076923076923077,0.8076923076923077,0.8076923076923077,78.0
34,0.676056338028169,0.6,0.6357615894039735,80.0
35,0.7078651685393258,0.8076923076923077,0.7544910179640718,78.0
36,0.759493670886076,0.759493670886076,0.759493670886076,79.0
37,0.7866666666666666,0.7564102564102564,0.7712418300653595,78.0
38,0.7846153846153846,0.7285714285714285,0.7555555555555555,70.0
39,0.8955223880597015,0.7792207792207793,0.8333333333333334,77.0
40,0.46464646464646464,0.45098039215686275,0.4577114427860697,102.0
41,0.6547619047619048,0.7333333333333333,0.6918238993710691,75.0
42,0.8059701492537313,0.7397260273972602,0.7714285714285715,73.0
43,0.625,0.6,0.6122448979591837,75.0
44,0.7976190476190477,0.9054054054054054,0.8481012658227848,74.0
45,0.8545454545454545,0.7966101694915254,0.8245614035087719,59.0
46,0.8255813953488372,0.9102564102564102,0.8658536585365854,78.0
47,0.8552631578947368,0.8024691358024691,0.8280254777070064,81.0
48,0.8372093023255814,0.9113924050632911,0.8727272727272727,79.0
49,0.8933333333333333,0.9305555555555556,0.9115646258503401,72.0
50,0.5942028985507246,0.4939759036144578,0.5394736842105263,83.0
51,0.8983050847457628,0.7361111111111112,0.8091603053435115,72.0
52,0.88,0.8918918918918919,0.8859060402684564,74.0
53,0.8505747126436781,0.925,0.8862275449101796,80.0
54,0.9365079365079365,0.855072463768116,0.8939393939393939,69.0
55,0.8795180722891566,0.8690476190476191,0.874251497005988,84.0
56,0.7391304347826086,0.8831168831168831,0.8047337278106509,77.0
57,0.8414634146341463,0.8961038961038961,0.8679245283018868,77.0
58,0.7866666666666666,0.8194444444444444,0.8027210884353742,72.0
59,0.92,0.7931034482758621,0.8518518518518519,58.0
60,0.9384615384615385,0.9104477611940298,0.9242424242424242,67.0
61,0.8444444444444444,0.926829268292683,0.8837209302325582,82.0
62,0.9873417721518988,0.9176470588235294,0.9512195121951219,85.0
63,0.7906976744186046,0.8831168831168831,0.8343558282208589,77.0
64,0.9411764705882353,0.9090909090909091,0.9248554913294798,88.0
65,0.8297872340425532,0.8764044943820225,0.8524590163934426,89.0
66,0.9452054794520548,0.8734177215189873,0.9078947368421053,79.0
67,0.9375,1.0,0.967741935483871,30.0
68,0.8539325842696629,0.9047619047619048,0.8786127167630058,84.0
69,0.881578947368421,0.8701298701298701,0.8758169934640523,77.0
70,0.8928571428571429,0.9146341463414634,0.9036144578313253,82.0
71,0.8933333333333333,0.8933333333333333,0.8933333333333333,75.0
72,0.7230769230769231,0.7580645161290323,0.7401574803149606,62.0
73,0.8939393939393939,0.8309859154929577,0.8613138686131386,71.0
74,0.8289473684210527,0.8513513513513513,0.84,74.0
75,0.7540983606557377,0.71875,0.736,64.0
76,0.5135135135135135,0.3584905660377358,0.4222222222222222,53.0
77,0.6764705882352942,0.7301587301587301,0.7022900763358778,63.0
