,precision,recall,f1-score,support
0,0.8533333333333334,0.7441860465116279,0.7950310559006211,86.0
1,0.7804878048780488,0.8,0.7901234567901234,80.0
2,0.8279569892473119,0.8651685393258427,0.8461538461538461,89.0
3,0.8311688311688312,0.8311688311688312,0.8311688311688312,77.0
4,0.8414634146341463,0.9078947368421053,0.8734177215189873,76.0
5,0.7848101265822784,0.7560975609756098,0.7701863354037267,82.0
6,0.651685393258427,0.6987951807228916,0.6744186046511628,83.0
7,0.7244897959183674,0.797752808988764,0.7593582887700535,89.0
8,0.8533333333333334,0.8533333333333334,0.8533333333333334,75.0
9,0.8390804597701149,0.8795180722891566,0.8588235294117647,83.0
10,0.8333333333333334,0.8024691358024691,0.8176100628930818,81.0
11,0.0,0.0,0.0,9.0
12,0.92,0.8625,0.8903225806451613,80.0
13,0.75,0.75,0.75,76.0
14,0.9156626506024096,0.8941176470588236,0.9047619047619048,85.0
15,0.813953488372093,0.8974358974358975,0.8536585365853658,78.0
16,0.7027027027027027,0.7123287671232876,0.7074829931972789,73.0
17,0.8095238095238095,0.7640449438202247,0.7861271676300579,89.0
18,0.0,0.0,0.0,9.0
19,0.7717391304347826,0.9466666666666667,0.8502994011976048,75.0
20,0.0,0.0,0.0,11.0
21,0.75,0.8117647058823529,0.7796610169491526,85.0
22,0.7294117647058823,0.7469879518072289,0.7380952380952381,83.0
23,0.9436619718309859,0.8589743589743589,0.8993288590604027,78.0
24,0.9014084507042254,0.7710843373493976,0.8311688311688312,83.0
25,0.8161764705882353,0.8604651162790697,0.8377358490566038,129.0
26,0.918918918918919,0.8947368421052632,0.9066666666666666,76.0
27,0.896551724137931,0.8666666666666667,0.8813559322033898,30.0
28,0.7192982456140351,0.7454545454545455,0.7321428571428571,55.0
29,0.9787234042553191,0.8363636363636363,0.9019607843137255,55.0
30,0.9428571428571428,0.9565217391304348,0.9496402877697842,69.0
31,0.8488372093023255,0.8488372093023255,0.8488372093023255,86.0
32,0.9066666666666666,0.8095238095238095,0.8553459119496856,84.0
33,0.7532467532467533,0.7435897435897436,0.7483870967741936,78.0
34,0.6266666666666667,0.5875,0.6064516129032258,80.0
35,0.7297297297297297,0.6923076923076923,0.7105263157894737,78.0
