,precision,recall,f1-score,support
0,0.8208955223880597,0.9166666666666666,0.8661417322834646,60.0
1,0.92,0.7666666666666667,0.8363636363636363,60.0
2,0.90625,0.9666666666666667,0.9354838709677419,60.0
3,0.9827586206896551,0.95,0.9661016949152542,60.0
4,0.9508196721311475,0.9666666666666667,0.9586776859504132,60.0
5,0.8405797101449275,0.9666666666666667,0.8992248062015504,60.0
6,0.9367088607594937,0.9135802469135802,0.925,81.0
7,0.9325842696629213,0.9764705882352941,0.9540229885057471,85.0
8,0.8607594936708861,0.8717948717948718,0.8662420382165605,78.0
9,0.7878787878787878,0.65,0.7123287671232876,80.0
10,0.7032967032967034,0.8205128205128205,0.757396449704142,78.0
11,0.8395061728395061,0.8607594936708861,0.85,79.0
12,0.8522727272727273,0.9615384615384616,0.9036144578313253,78.0
13,0.9027777777777778,0.8783783783783784,0.8904109589041096,74.0
14,0.9259259259259259,0.9259259259259259,0.9259259259259259,81.0
15,0.9836065573770492,0.8695652173913043,0.9230769230769231,69.0
16,0.9746835443037974,0.9166666666666666,0.9447852760736196,84.0
17,0.8987341772151899,0.922077922077922,0.9102564102564102,77.0
18,0.92,0.8414634146341463,0.8789808917197452,82.0
19,0.9764705882352941,0.9764705882352941,0.9764705882352941,85.0
20,0.9367088607594937,0.961038961038961,0.9487179487179487,77.0
21,0.9361702127659575,1.0,0.967032967032967,88.0
22,0.9058823529411765,0.8555555555555555,0.88,90.0
23,0.8307692307692308,0.8709677419354839,0.8503937007874016,62.0
24,0.9285714285714286,0.9154929577464789,0.9219858156028369,71.0
25,0.922077922077922,0.9594594594594594,0.9403973509933775,74.0
26,0.8852459016393442,0.84375,0.864,64.0
27,0.7727272727272727,0.6538461538461539,0.7083333333333334,52.0
28,0.803030303030303,0.7571428571428571,0.7794117647058824,70.0
29,0.8181818181818182,0.7941176470588235,0.8059701492537313,68.0
30,0.9166666666666666,0.9625,0.9390243902439024,80.0
31,0.7066666666666667,0.7910447761194029,0.7464788732394366,67.0
32,0.7777777777777778,0.7,0.7368421052631579,60.0
accuracy,0.8822055137844611,0.8822055137844611,0.8822055137844611,0.8822055137844611
macro avg,0.880514712913482,0.8782864860367291,0.877851318225125,2394.0
weighted avg,0.8835331271761205,0.8822055137844611,0.88140147362124,2394.0
