,precision,recall,f1-score,support
0,0.9731800766283525,0.9844961240310077,0.9788053949903661,258.0
1,0.9743589743589743,0.95,0.9620253164556962,320.0
2,0.9843478260869565,0.9929824561403509,0.988646288209607,570.0
accuracy,0.9790940766550522,0.9790940766550522,0.9790940766550522,0.9790940766550522
macro avg,0.9772956256914277,0.975826193390453,0.9764923332185566,1148.0
weighted avg,0.9790536519464738,0.9790940766550522,0.9790141789658653,1148.0
