,precision,recall,f1-score,support
0,0.9692307692307692,0.9767441860465116,0.972972972972973,258.0
1,0.9810126582278481,0.96875,0.9748427672955975,320.0
2,0.9912587412587412,0.9947368421052631,0.9929947460595446,570.0
accuracy,0.9834494773519163,0.9834494773519163,0.9834494773519163,0.9834494773519163
macro avg,0.9805007229057862,0.980077009383925,0.9802701621093717,1148.0
weighted avg,0.9834521529720666,0.9834494773519163,0.9834352942644238,1148.0
