,precision,recall,f1-score,support
0,0.9846153846153847,0.9922480620155039,0.9884169884169884,258.0
1,0.9872611464968153,0.96875,0.9779179810725552,320.0
2,0.9895470383275261,0.9964912280701754,0.993006993006993,570.0
accuracy,0.9878048780487805,0.9878048780487805,0.9878048780487805,0.9878048780487805
macro avg,0.987141189813242,0.9858297633618931,0.9864473208321788,1148.0
weighted avg,0.9878015226101393,0.9878048780487805,0.9877694450947618,1148.0
